datetime,date,year,month,day,hour,day_of_week,is_weekend,season,city,station,latitude,longitude,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,visibility,aqi,aqi_category
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,294.1,610.9,103.7,18.6,3.68,23.5,15.9,49.0,6.7,1.4,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,368.9,704.0,151.9,28.0,6.04,12.5,9.5,100.0,2.2,1.4,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,261.3,550.3,85.6,19.4,3.92,24.8,18.3,60.0,6.8,2.9,500.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,301.1,598.9,151.6,28.5,7.33,13.3,14.7,46.0,5.4,1.4,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,291.4,615.9,117.4,24.5,4.04,23.8,15.3,49.0,4.0,1.6,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Delhi,"Rohini, Delhi",28.7495,77.0565,309.6,539.3,127.5,19.9,5.38,15.4,7.1,96.0,3.4,1.3,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Delhi,"Rohini, Delhi",28.7495,77.0565,236.6,474.5,81.9,15.7,3.38,22.4,17.7,47.0,6.6,1.7,456.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Delhi,"Rohini, Delhi",28.7495,77.0565,309.7,657.2,136.5,17.3,5.36,16.0,12.7,62.0,6.7,1.2,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Delhi,"Rohini, Delhi",28.7495,77.0565,249.8,509.3,100.1,20.8,3.67,20.5,12.8,64.0,6.4,2.9,499.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Delhi,"RK Puram, Delhi",28.5631,77.1851,356.7,675.3,122.5,29.2,4.57,14.3,8.8,100.0,2.2,1.0,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Delhi,"RK Puram, Delhi",28.5631,77.1851,214.7,370.4,86.6,18.6,3.29,26.3,19.7,56.0,6.4,2.1,373.0,Very Poor
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Delhi,"RK Puram, Delhi",28.5631,77.1851,293.3,513.6,163.0,28.4,6.67,23.8,13.2,61.0,5.5,1.8,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Delhi,"RK Puram, Delhi",28.5631,77.1851,308.4,608.8,103.2,22.5,3.98,16.3,15.9,63.0,5.9,0.8,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Delhi,"Siri Fort, Delhi",28.5535,77.2167,307.6,649.7,107.7,23.7,4.67,14.6,6.8,100.0,3.7,1.4,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Delhi,"Siri Fort, Delhi",28.5535,77.2167,208.2,338.9,64.7,11.8,3.38,29.0,19.6,65.0,10.4,3.0,368.0,Very Poor
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Delhi,"Siri Fort, Delhi",28.5535,77.2167,248.7,532.1,107.0,22.7,4.53,20.9,15.0,56.0,4.3,2.4,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Delhi,"Siri Fort, Delhi",28.5535,77.2167,288.4,498.3,99.5,18.1,5.16,23.5,15.7,60.0,4.2,2.3,485.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Delhi,"Dwarka Sec 8, Delhi",28.5708,77.0712,269.8,488.6,89.8,15.9,4.23,21.5,7.4,100.0,3.4,2.6,473.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Delhi,"Dwarka Sec 8, Delhi",28.5708,77.0712,217.9,440.9,64.4,21.3,3.14,24.5,19.0,64.0,7.4,2.4,414.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Delhi,"Dwarka Sec 8, Delhi",28.5708,77.0712,215.7,474.4,109.7,20.3,5.38,28.1,12.6,63.0,4.9,2.8,456.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Delhi,"Dwarka Sec 8, Delhi",28.5708,77.0712,294.2,532.8,90.1,21.2,4.55,20.9,15.0,52.0,6.4,1.5,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Delhi,"NSIT Dwarka, Delhi",28.6089,77.0327,327.0,596.1,111.2,22.6,5.13,15.2,9.9,100.0,2.2,1.3,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Delhi,"NSIT Dwarka, Delhi",28.6089,77.0327,231.1,436.6,95.0,18.3,3.92,25.1,17.2,46.0,9.9,2.6,408.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Delhi,"NSIT Dwarka, Delhi",28.6089,77.0327,271.6,483.2,128.4,25.2,5.75,25.6,14.1,64.0,6.6,2.5,466.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Delhi,"NSIT Dwarka, Delhi",28.6089,77.0327,324.8,655.0,104.1,27.3,4.49,17.5,12.5,45.0,4.4,0.7,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Delhi,"Mandir Marg, Delhi",28.6362,77.201,248.2,424.5,94.7,16.4,4.38,24.5,8.3,100.0,3.6,1.7,399.0,Very Poor
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Delhi,"Mandir Marg, Delhi",28.6362,77.201,178.7,344.3,64.0,13.3,2.27,38.9,16.9,51.0,9.4,3.9,345.0,Very Poor
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Delhi,"Mandir Marg, Delhi",28.6362,77.201,218.9,382.6,96.5,19.4,4.08,29.7,15.1,56.0,5.5,1.7,376.0,Very Poor
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Delhi,"Mandir Marg, Delhi",28.6362,77.201,254.7,462.1,95.1,25.8,4.56,23.3,13.3,46.0,5.5,1.4,440.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Noida,Noida Sec 62,28.6246,77.3649,312.5,589.4,122.1,27.5,5.15,14.0,8.9,100.0,2.6,1.5,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Noida,Noida Sec 62,28.6246,77.3649,246.1,510.9,76.4,25.2,3.14,28.1,17.5,65.0,6.7,2.1,500.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Noida,Noida Sec 62,28.6246,77.3649,304.0,549.0,153.2,22.3,5.99,16.5,15.0,52.0,4.9,0.5,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Noida,Noida Sec 62,28.6246,77.3649,331.4,659.2,125.8,22.3,5.03,16.5,15.0,48.0,5.7,0.8,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Noida,Noida Sec 125,28.5447,77.323,266.3,572.8,86.0,18.6,3.26,20.9,9.4,100.0,3.5,2.9,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Noida,Noida Sec 125,28.5447,77.323,192.2,352.6,59.6,13.4,2.74,37.3,17.7,60.0,6.6,3.7,356.0,Very Poor
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Noida,Noida Sec 125,28.5447,77.323,276.3,505.9,129.4,20.4,4.69,22.9,14.6,46.0,6.5,2.3,495.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Noida,Noida Sec 125,28.5447,77.323,258.3,509.4,96.3,19.2,4.56,23.1,16.0,47.0,6.8,2.8,499.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Noida,Greater Noida,28.4744,77.504,305.5,642.7,121.3,31.4,3.7,17.7,7.7,95.0,2.7,1.1,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Noida,Greater Noida,28.4744,77.504,243.2,498.7,100.1,23.8,3.25,22.6,17.8,46.0,7.0,2.1,486.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Noida,Greater Noida,28.4744,77.504,264.8,490.9,147.3,21.1,5.93,27.6,14.7,47.0,4.3,1.4,476.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Noida,Greater Noida,28.4744,77.504,325.3,706.3,113.2,24.4,5.09,16.5,13.9,59.0,3.8,0.7,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Gurugram,Gurugram Vikas Sadan,28.4502,77.0266,385.0,703.0,119.5,27.7,6.4,15.7,6.9,100.0,2.7,1.2,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Gurugram,Gurugram Vikas Sadan,28.4502,77.0266,237.2,458.1,97.0,17.7,3.02,28.9,20.7,55.0,6.2,1.3,435.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Gurugram,Gurugram Vikas Sadan,28.4502,77.0266,306.6,515.3,152.5,31.6,6.42,15.5,14.6,46.0,4.9,1.0,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Gurugram,Gurugram Vikas Sadan,28.4502,77.0266,285.1,486.2,100.0,27.9,4.66,24.3,12.4,54.0,6.2,1.6,470.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Gurugram,Gurugram Sec 51,28.423,77.047,331.5,602.0,119.2,20.3,5.42,16.8,9.9,95.0,2.1,1.4,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Gurugram,Gurugram Sec 51,28.423,77.047,206.6,441.9,72.2,14.1,2.73,24.1,19.7,48.0,6.4,1.8,415.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Gurugram,Gurugram Sec 51,28.423,77.047,271.3,511.0,155.1,23.2,5.89,26.5,13.5,61.0,4.1,1.4,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Gurugram,Gurugram Sec 51,28.423,77.047,337.7,647.0,101.6,33.1,4.95,12.2,13.9,51.0,5.1,0.7,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Faridabad,Faridabad Sec 16A,28.4089,77.3178,346.5,644.9,120.1,21.6,4.51,14.4,8.5,100.0,4.0,0.9,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Faridabad,Faridabad Sec 16A,28.4089,77.3178,207.5,358.8,74.7,16.9,3.04,25.7,18.4,52.0,5.3,1.5,367.0,Very Poor
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Faridabad,Faridabad Sec 16A,28.4089,77.3178,319.3,642.7,185.0,29.6,7.76,17.8,13.8,49.0,3.9,1.4,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Faridabad,Faridabad Sec 16A,28.4089,77.3178,350.4,603.5,139.8,27.7,4.63,14.0,14.1,53.0,5.5,0.6,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Faridabad,Faridabad New Town,28.3722,77.3099,385.8,709.1,144.6,24.5,6.57,15.0,7.6,100.0,4.1,1.3,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Faridabad,Faridabad New Town,28.3722,77.3099,231.7,381.0,93.1,13.0,3.17,26.6,16.9,62.0,7.0,2.1,386.0,Very Poor
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Faridabad,Faridabad New Town,28.3722,77.3099,242.8,459.3,113.5,17.7,5.19,27.6,13.0,54.0,5.9,1.4,437.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Faridabad,Faridabad New Town,28.3722,77.3099,311.5,538.1,96.9,20.5,5.05,12.7,14.1,52.0,5.8,1.4,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Vasundhara,28.6605,77.3573,352.0,712.6,132.0,29.3,5.25,12.0,8.2,100.0,3.0,1.3,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Vasundhara,28.6605,77.3573,263.6,450.0,93.6,20.9,3.2,20.2,18.4,52.0,6.6,2.9,425.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Vasundhara,28.6605,77.3573,260.8,505.6,122.4,25.3,5.05,25.7,14.5,46.0,6.7,1.5,494.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Vasundhara,28.6605,77.3573,356.5,706.5,149.5,26.1,4.8,17.5,15.1,55.0,6.3,1.4,500.0,Severe
2020-01-01 06:00:00,2020-01-01,2020,1,1,6,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Loni,28.7529,77.2782,442.6,796.0,133.4,53.0,7.1,13.1,7.3,100.0,2.8,0.3,500.0,Severe
2020-01-01 12:00:00,2020-01-01,2020,1,1,12,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Loni,28.7529,77.2782,250.6,468.6,82.9,30.5,4.1,22.5,17.9,52.0,6.0,2.4,448.0,Severe
2020-01-01 18:00:00,2020-01-01,2020,1,1,18,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Loni,28.7529,77.2782,278.4,566.1,115.6,27.4,5.8,22.3,12.7,54.0,4.4,2.6,500.0,Severe
2020-01-01 23:00:00,2020-01-01,2020,1,1,23,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Loni,28.7529,77.2782,358.8,629.4,114.0,46.2,4.46,14.3,13.2,64.0,6.2,1.4,500.0,Severe
2020-01-02 06:00:00,2020-01-02,2020,1,2,6,Thursday,0.0,winter,Delhi,"Anand Vihar, Delhi",28.6469,77.3164,448.4,749.2,134.8,39.9,7.62,15.1,10.0,98.0,3.3,0.5,500.0,Severe
2020-01-02 12:00:00,2020-01-02,2020,1,2,12,Thursday,0.0,winter,Delhi,"Anand Vihar, Delhi",28.6469,77.3164,326.2,670.8,104.9,24.1,4.49,15.6,17.8,62.0,9.7,1.2,500.0,Severe
2020-01-02 18:00:00,2020-01-02,2020,1,2,18,Thursday,0.0,winter,Delhi,"Anand Vihar, Delhi",28.6469,77.3164,292.4,516.0,136.0,21.9,5.03,28.6,14.5,59.0,6.7,1.1,500.0,Severe
2020-01-02 23:00:00,2020-01-02,2020,1,2,23,Thursday,0.0,winter,Delhi,"Anand Vihar, Delhi",28.6469,77.3164,315.1,578.7,106.6,30.5,4.56,16.8,13.6,60.0,5.0,0.9,500.0,Severe
2020-01-02 06:00:00,2020-01-02,2020,1,2,6,Thursday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,377.4,610.6,150.9,31.9,5.02,13.1,7.8,100.0,2.8,0.9,500.0,Severe
2020-01-02 12:00:00,2020-01-02,2020,1,2,12,Thursday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,313.1,589.2,105.6,36.0,4.94,13.7,20.5,45.0,6.3,1.2,500.0,Severe
2020-01-02 18:00:00,2020-01-02,2020,1,2,18,Thursday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,337.0,673.8,184.3,42.9,7.15,15.6,12.0,63.0,5.7,1.4,500.0,Severe
2020-01-02 23:00:00,2020-01-02,2020,1,2,23,Thursday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,320.1,574.2,131.2,28.3,5.73,13.2,15.8,50.0,5.1,0.6,500.0,Severe
2020-01-02 06:00:00,2020-01-02,2020,1,2,6,Thursday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,330.7,674.2,116.3,38.1,5.62,16.9,7.1,100.0,3.7,1.4,500.0,Severe
2020-01-02 12:00:00,2020-01-02,2020,1,2,12,Thursday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,262.7,474.0,73.9,35.0,3.95,29.7,19.0,51.0,10.3,1.1,455.0,Severe
2020-01-02 18:00:00,2020-01-02,2020,1,2,18,Thursday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,275.1,580.3,117.6,29.3,5.06,27.7,13.3,46.0,4.7,1.9,500.0,Severe
2020-01-02 23:00:00,2020-01-02,2020,1,2,23,Thursday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,287.4,566.0,120.7,27.3,4.61,23.4,13.3,62.0,6.2,2.5,500.0,Severe
2020-01-02 06:00:00,2020-01-02,2020,1,2,6,Thursday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,420.3,784.6,166.8,39.6,5.05,16.9,9.4,100.0,2.8,0.2,500.0,Severe
2020-01-02 12:00:00,2020-01-02,2020,1,2,12,Thursday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,233.1,382.1,73.6,29.0,3.33,27.7,19.2,52.0,5.6,3.0,387.0,Very Poor
2020-01-02 18:00:00,2020-01-02,2020,1,2,18,Thursday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,364.5,703.2,194.7,31.3,6.98,17.8,13.8,60.0,6.2,0.7,500.0,Severe
2020-01-02 23:00:00,2020-01-02,2020,1,2,23,Thursday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,384.9,736.0,112.5,44.6,6.23,12.4,16.0,54.0,6.3,1.5,500.0,Severe
2020-01-02 06:00:00,2020-01-02,2020,1,2,6,Thursday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,328.7,667.9,94.3,30.5,5.85,13.9,8.0,99.0,3.2,0.8,500.0,Severe
2020-01-02 12:00:00,2020-01-02,2020,1,2,12,Thursday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,230.7,422.8,83.4,13.3,2.86,22.0,18.9,53.0,9.8,1.8,391.0,Very Poor
2020-01-02 18:00:00,2020-01-02,2020,1,2,18,Thursday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,268.5,457.2,162.4,27.0,4.71,29.4,15.4,55.0,6.4,1.5,434.0,Severe
2020-01-02 23:00:00,2020-01-02,2020,1,2,23,Thursday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,309.8,502.3,95.4,22.9,5.53,16.3,14.5,57.0,5.7,1.5,490.0,Severe
2020-01-02 06:00:00,2020-01-02,2020,1,2,6,Thursday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,316.3,562.0,122.3,26.1,4.45,13.1,8.2,100.0,3.8,1.2,500.0,Severe
2020-01-02 12:00:00,2020-01-02,2020,1,2,12,Thursday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,260.4,472.7,80.7,22.2,4.31,27.1,18.7,45.0,9.2,2.2,453.0,Severe
2020-01-02 18:00:00,2020-01-02,2020,1,2,18,Thursday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,268.1,432.4,154.2,18.6,6.07,26.7,15.5,60.0,4.4,2.0,414.0,Severe
2020-01-02 23:00:00,2020-01-02,2020,1,2,23,Thursday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,283.1,598.0,81.8,18.1,3.93,27.7,14.6,59.0,6.7,2.5,500.0,Severe
2020-01-02 06:00:00,2020-01-02,2020,1,2,6,Thursday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,371.5,706.6,145.1,30.2,6.14,15.9,8.4,100.0,3.1,1.1,500.0,Severe
